,mCO3-2,gCO3-2,aCO3-2,mH+,gH+,aH+,mH2O,gH2O,aH2O,mCO2(aq),gCO2(aq),aCO2(aq),mHCO3-,gHCO3-,aHCO3-,mCl-,gCl-,aCl-,mNa+,gNa+,aNa+,mNaCO3-,gNaCO3-,aNaCO3-,mNaHCO3,gNaHCO3,aNaHCO3,mOH-,gOH-,aOH-,mNaOH,gNaOH,aNaOH,mNaCl,gNaCl,aNaCl,mDIC,I,pE,Eh,pH,logSI_CO2g,logSI_H2Og,logSI_O2g,logSI_CH4g,logSI_H2g,logSI_NaCl,T,pH_bo,salt_lvl
0,4.389080620102843e-06,0.4166600013461226,1.82875433708029e-06,1.3756581052190748e-07,0.8276492723002886,1.1385624297185604e-07,0.9977952516662529,1.0001266962801714,0.9979216686130116,0.00291383195134367,1.0097024368304457,0.0029421032217861165,0.009730634747448764,0.7955956294931104,0.007741650477264036,0.049999406842623835,0.8150259840533526,0.04075081576399342,0.05973920302306659,0.8114703300104907,0.04847659079169155,5.071063429896433e-07,0.7920561943368633,4.0165672015246114e-07,0.00026450536217605814,1.0,0.00026450536217605814,1.3731221302761777e-08,0.812046469555186,1.1150389781588681e-08,9.999881368524788e-17,1.0,9.999881368524788e-17,1.0,1.0,1.0,0.012648855779412537,0.059743729669497196,-11.849248223807216,-0.6422151542287646,6.943643151136729,-3.3606063821536787,-4.176766435383641,-114.0206210075271,65.14315200846394,7.790203345685302,-4.278425192818781,273.15,7.0,0.05
1,4.534746560280893e-06,0.4144380731139166,1.8793716265027746e-06,1.5827358779538703e-07,0.8260520659657826,1.307422241861961e-07,0.9977951214422489,1.0001269073054109,0.9979217489324632,0.0029141594684949793,1.0097036786488054,0.0029424375355086266,0.009737396436414325,0.794995093711672,0.007741182392474904,0.04999940655261797,0.8143145213980788,0.040715242817083074,0.05974643762199084,0.8107755058628093,0.048440948186470406,7.041076389899854e-07,0.7906077635044493,5.566729657282704e-07,0.00025707341392016287,1.0,0.00025707341392016287,1.930578679463086e-08,0.810947595425664,1.565598137890643e-08,9.999881310523589e-17,1.0,9.999881310523589e-17,1.0,1.0,1.0,0.012656090651469587,0.05975113064213892,-11.75619539604737,-0.6488352064419632,6.883584131091262,-3.2772099857708628,-4.024809556116468,-111.89511415882637,64.22201722595199,7.72233123642538,-4.281380432980664,278.15,7.0,0.05
2,4.703247551371884e-06,0.41222773810210184,1.9388090998362808e-06,1.7841946782214225e-07,0.8244577966144965,1.4709932131377434e-07,0.9977949943604094,1.0001271706545638,0.9979218846029627,0.002914581484591047,1.0097048901420291,0.0029428671777089956,0.009743864187331898,0.7943950424886933,0.007740477405099579,0.049999406179435275,0.8135563109293669,0.04067733244000035,0.05975349553852536,0.8100419598014096,0.04840283863101188,9.700534160602952e-07,0.789161829323097,7.655291283592613e-07,0.0002497491037525769,1.0,0.0002497491037525769,2.7042707200518035e-08,0.8098500755927646,2.19005384705725e-08,9.999881235887076e-17,1.0,9.999881235887076e-17,1.0,1.0,1.0,0.012663148919474317,0.05975837720554456,-11.676022644279406,-0.6559942635376094,6.832389331013888,-3.200290533529292,-3.8787031790861475,-109.85909115279776,63.33707690278008,7.660487138326187,-4.28470972009121,283.15,7.0,0.05
3,4.895853268259107e-06,0.4097582417808364,2.0061162272188126e-06,1.974320516875479e-07,0.8228666054470052,1.6246024217857026e-07,0.9977948722157256,1.0001274814281336,0.99792207253102,0.002915121723367621,1.0097060541001779,0.0029434160525232313,0.009749912763884068,0.7937955610437618,0.007739437472535087,0.04999940570240948,0.8127557283487155,0.040637303398664726,0.05976027651029944,0.8092734414407239,0.048362404632939275,1.3260459740401057e-06,0.7877184854784465,1.0445509263456642e-06,0.00024261156694254085,1.0,0.00024261156694254085,3.772354703549664e-08,0.8087539676030646,3.050906833701871e-08,9.99988114048186e-17,1.0,9.99988114048186e-17,1.0,1.0,1.0,0.012669930340519948,0.059765369795619395,-11.607612804332636,-0.6636667867514721,6.789252903700847,-3.1292917207312674,-3.7381411633379065,-107.90740382233028,62.48662771367804,7.604209960962722,-4.288298421540212,288.15,7.0,0.05
4,5.1045561746737595e-06,0.40757294012360806,2.0804789681379035e-06,2.148166068013302e-07,0.821278587796073,1.7642427946894084e-07,0.9977947562628369,1.0001278350849672,0.9979223094402835,0.00291580015881273,1.0097071584264141,0.00294410429289409,0.009755459741872698,0.7931968213731856,0.0077379996582875015,0.04999940510448347,0.8119168761578627,0.04059536080218372,0.05976671006350205,0.8084733193371249,0.04831979047089906,1.7985346283519255e-06,0.7862779143784842,1.414148056518034e-06,0.00023570480751548841,1.0,0.00023570480751548841,5.2386774986332735e-08,0.8076594299220362,4.231067282091548e-08,9.999881020896667e-17,1.0,9.999881020896667e-17,1.0,1.0,1.0,0.012676364456860103,0.05977202943628353,-11.549944187746865,-0.6718283574917803,6.753441647584076,-3.0637174027699734,-3.6028381674428895,-106.0352664461432,61.669010478817256,7.5530695280530065,-4.292068182604835,293.15,7.0,0.05
5,5.33443167848402e-06,0.40512992426744127,2.1611379019140706e-06,2.301767901149527e-07,0.8196938291572418,1.8867449447244822e-07,0.9977946474572059,1.0001282276964167,0.9979225923663464,0.0029166563986364126,1.0097081938173098,0.002944971864252873,0.009760406269869851,0.7925988015516406,0.007736086312155964,0.049999404351212,0.8110433226149927,0.04055168303377751,0.05977274199738201,0.807644683898832,0.04827513731624204,2.4202881083268687e-06,0.7848401079892662,1.8995391803043955e-06,0.0002290502161555874,1.0,0.0002290502161555874,7.240162495126276e-08,0.8065664298217168,5.839672015023092e-08,9.999880870242368e-17,1.0,9.999880870242368e-17,1.0,1.0,1.0,0.012682397100184747,0.059778306605850595,-11.502082228512874,-0.6804556567764988,6.724286804967783,-3.003119827831441,-3.472528003773585,-104.23823216991572,60.882633041407296,7.506667813527112,-4.295964127484393,298.15,7.0,0.05
6,5.637358166118754e-06,0.3982638018885032,2.2451556958456536e-06,2.4346625786756717e-07,0.8177046442970796,1.9908348978794015e-07,0.9977945426576681,1.0001289853372524,0.9979232435232612,0.002917781147741976,1.009709190052711,0.0029461104394376196,0.009764783327651985,0.7916061565973529,0.007729862600008499,0.049999403362502484,0.8097340240711277,0.04048621808587461,0.05977854579957277,0.806388322445254,0.04820472126553428,3.228299129397906e-06,0.7830140075785067,2.52780343897206e-06,0.0002224372163948699,1.0,0.0002224372163948699,9.956021454221068e-08,0.8050729539194372,8.015323601435055e-08,9.99988067250047e-17,1.0,9.99988067250047e-17,1.0,1.0,1.0,0.01268820183356008,0.05978442662399675,-11.462958370308042,-0.6895135971533665,6.700964754996721,-2.9470883714050093,-3.3469619786229976,-102.51216477412306,60.12597727671206,7.464636688004788,-4.3003786619698925,303.15,7.0,0.05
7,5.907500651530413e-06,0.3950870856717346,2.3339772160170236e-06,2.5427223316779083e-07,0.8157205499233383,2.074150858698655e-07,0.9977944468868205,1.000129774245,0.9979239349078304,0.002919121325817047,1.0097100987240941,0.002947466282078341,0.009768467769521297,0.7906157797179215,0.0077231047622494655,0.04999940218827141,0.8083982209378239,0.04041942777695334,0.059783839456090476,0.8051097207367931,0.04813255028906628,4.272573421427669e-06,0.7811930723389768,3.3377047578789348e-06,0.00021609787639213527,1.0,0.00021609787639213527,1.361958064449811e-07,0.8035830550095556,1.0944464222254798e-07,9.999880437654263e-17,1.0,9.999880437654263e-17,1.0,1.0,1.0,0.012693496595989874,0.05979000122897516,-11.432038415376937,-0.6989955232658773,6.683159659365639,-2.8952732040046367,-3.2259079231452645,-100.85324362134149,59.397630822032575,7.426650526493809,-4.3048514220979355,308.15,7.0,0.05
8,6.187728282421585e-06,0.39219872580842396,2.4268191480144917e-06,2.6251154493008593e-07,0.8137416891744349,2.1361658799919883e-07,0.9977943609615493,1.0001305918991281,0.9979246648220866,0.0029207804033797523,1.0097109115325185,0.0029491438434828855,0.009771264989303351,0.7896271686110768,0.007715656307252147,0.049999400738018285,0.8070381808918421,0.04035142541729251,0.05978857461519146,0.8038114002962808,0.04805873788315571,5.610630769661614e-06,0.7793768217069823,4.3727955770302656e-06,0.0002100229194962463,1.0,0.0002100229194962463,1.8531208024828612e-07,0.8020962145852876,1.4863811808407545e-07,9.999880147603674e-17,1.0,9.999880147603674e-17,1.0,1.0,1.0,0.012698233120965526,0.0597950248550188,-11.408611503379174,-0.7088816827844995,6.670365026003026,-2.847335996721772,-3.1091484937137395,-99.25789554499156,58.69624244799574,7.39240210057909,-4.309361732959123,313.15,7.0,0.05
9,6.484537218141623e-06,0.38906995475938544,2.5229386020979133e-06,2.681877427914328e-07,0.8117681596278539,2.177062704005495e-07,0.9977942858405086,1.0001314355410715,0.997925431472346,0.002922836862728478,1.0097116186575719,0.0029512223397375917,0.009773032857742135,0.7886402862766386,0.007707407430720756,0.049999398944510665,0.8056564124921066,0.04028233638039608,0.05979269406275669,0.8024955712748382,0.04798337217995356,7.310618823048329e-06,0.7775652392589245,5.684483074274371e-06,0.00020420133149172154,1.0,0.00020420133149172154,2.5075498737878824e-07,0.8006123881503449,2.0075754928594123e-07,9.999879788902132e-17,1.0,9.999879788902132e-17,1.0,1.0,1.0,0.012702354257688753,0.059799446787717654,-11.392040490609066,-0.7191541559484251,6.662129062180124,-2.8029731071758213,-2.9964801501781144,-97.72279992484698,58.02054586980757,7.36161357436061,-4.313894267084171,318.15,7.0,0.05
