,mCO3-2,gCO3-2,aCO3-2,mH+,gH+,aH+,mH2O(aq),gH2O(aq),aH2O(aq),mCO2(aq),gCO2(aq),aCO2(aq),mHCO3-,gHCO3-,aHCO3-,mCl-,gCl-,aCl-,mNa+,gNa+,aNa+,mNaCO3-,gNaCO3-,aNaCO3-,mNaHCO3,gNaHCO3,aNaHCO3,mOH-,gOH-,aOH-,mNaOH,gNaOH,aNaOH,mNaCl,gNaCl,aNaCl,mDIC,I,pE,Eh,pH,logSI_CO2g,logSI_H2Og,logSI_O2g,logSI_CH4g,logSI_H2g,logSI_NaCl,T,pH_bo,salt_lvl
113,7.478919311628581e-05,0.19454369820720502,1.454976621477507e-05,6.234539874971194e-08,0.6807443385121033,4.2441277231146e-08,0.9953334110853768,1.0004471612494306,0.9957784856170778,0.004390512059793017,1.020929772834529,0.0044824044798317435,0.023882217136136717,0.6803827241781014,0.016249047954497636,0.09999631462790418,0.6882561039960406,0.06882307391976362,0.12772774844110607,0.6842314270939653,0.08739533959535702,0.0036101389810126606,0.6307649714056612,0.0022771492111289147,0.0004783541900902689,1.0,0.0004783541900902689,8.956165521865844e-05,0.6822292268381146,6.110157879416715e-05,5.340018442422552e-16,1.0,5.340018442422552e-16,1.0,1.0,1.0,0.02834751838904602,0.12780259997962107,-12.266225382589491,-1.042066502702939,7.372211554881624,-0.27344871180520364,0.7128978688716519,-72.63434704168435,49.942127239945115,9.210373355859398,-3.8636506671587143,428.15,8.0,0.1
114,7.162209987848661e-05,0.18977208206561907,1.3591875015852131e-05,6.079306827960122e-08,0.6757861318464968,4.108311245575165e-08,0.9953363022513574,1.0004547592216815,0.9957889406134806,0.0045933404219012045,1.0208995523291702,0.00468933918041442,0.023508750401434644,0.6769772199483902,0.015914888491223828,0.09999597192933636,0.6837605769739795,0.06837330346147688,0.12755360238809726,0.6799154630946153,0.08672566663708957,0.0038035256429804387,0.6263075959306682,0.002382177001515728,0.0004586618321103736,1.0,0.0004586618321103736,0.00010217100765714481,0.6780035920205464,6.927231019190295e-05,6.007717637605096e-16,1.0,6.007717637605096e-16,1.0,1.0,1.0,0.028173712923214335,0.12762528528104403,-12.294810623254934,-1.0566927056843616,7.386336661687379,-0.2523239992972459,0.7673630202511806,-71.9123823386016,49.625729254148645,9.213177644277144,-3.871768003377061,433.15,8.0,0.1
115,6.933802500809039e-05,0.1831151455136963,1.269684253898878e-05,5.905606033954532e-08,0.6708696097250951,3.9618916151892455e-08,0.9953391676831124,1.000462370245748,0.9957993828986766,0.004797725825140932,1.0208693313667392,0.004897851155192562,0.0231328359975516,0.6735861037130164,0.015581956867422989,0.09999562903982384,0.6792918168522012,0.06792621252774068,0.12737944853563826,0.6756236778260073,0.08606057149909656,0.003996135089251174,0.6218826342505968,0.0024851270161247645,0.0004397542375724306,1.0,0.0004397542375724306,0.00011623141505577961,0.6738033177265893,7.831711308864048e-05,6.740051985168783e-16,1.0,6.740051985168783e-16,1.0,1.0,1.0,0.027999899847700623,0.1274488456167067,-12.325851070204644,-1.071589079473748,7.402097409556957,-0.2329249289515268,0.820266040439548,-71.21267593785902,49.3205998453231,9.217424763657753,-3.8798457495197374,438.15,8.0,0.1
116,6.639127455919799e-05,0.17869976735100615,1.1864105317865459e-05,5.714753317675217e-08,0.6659945162765296,3.805994371444802e-08,0.9953420123424633,1.0004699673124569,0.9958097905529792,0.005002690595980035,1.020839036330345,0.005106941847059138,0.022756571202424223,0.6702186073369788,0.015251877459053558,0.09999528797902511,0.6748596166030377,0.06748278170763525,0.1272048628014027,0.6713544610764252,0.08539955211233631,0.004188391978492268,0.6174984830843423,0.002586325693281603,0.00042163349247124595,1.0,0.00042163349247124595,0.0001318862398758603,0.6696375228619647,8.831597497004996e-05,7.542188452104439e-16,1.0,7.542188452104439e-16,1.0,1.0,1.0,0.027825653072963457,0.12727131122349505,-12.359371332442032,-1.0867650954345216,7.419531858311812,-0.2152538248452544,0.8716584346871494,-70.53452219550155,49.026462413055896,9.223101405734784,-3.8878814115691545,443.15,8.0,0.1
117,6.36038493719055e-05,0.17432828530969752,1.108795000010056e-05,5.5099074741419803e-08,0.6611596163608496,3.642928311787485e-08,0.9953448163664265,1.0004775656748859,0.9958201588853987,0.00520821576059481,1.020808839966415,0.0053165926888675856,0.022380148163055183,0.666869084967255,0.014924628926928201,0.09999494899210401,0.6704585651138159,0.06704247001987525,0.12703084060306305,0.6671087222101717,0.0847433817559934,0.004379338258743575,0.6131493994388908,0.002685188623288381,0.00040426255427221885,1.0,0.00040426255427221885,0.00014925258949118425,0.6655004928889733,9.932767187133879e-05,8.417415181598605e-16,1.0,8.417415181598605e-16,1.0,1.0,1.0,0.0276519677730219,0.12709449955150964,-12.395246932054288,-1.102217065399204,7.438549375039019,-0.19922785700029985,0.9215893625286569,-69.87716338241837,48.74296662074278,9.230152580808745,-3.8958756571369553,448.15,8.0,0.1
118,6.185137684931659e-05,0.16739720895605437,1.0353747854664723e-05,5.301109635783759e-08,0.6555638122899482,3.475215642201382e-08,0.9953474696876833,1.0004868381673984,0.9958320428257507,0.0054104420075864355,1.020779758265463,0.005522869684613387,0.02201239836175261,0.6627261253026894,0.014588191474903579,0.09999461957536358,0.6652747279247047,0.06652389333193436,0.12686323718904954,0.6620825804766766,0.08399393944575059,0.004563937442631636,0.6080886343160621,0.0027752784865938125,0.00038683254362773017,1.0,0.00038683254362773017,0.00016863206669940806,0.6605836165573272,0.00011139558048783139,9.356616124012962e-16,1.0,9.356616124012962e-16,1.0,1.0,1.0,0.027484691746188363,0.1269251415769952,-12.43339253677919,-1.117944326986705,7.459018241631439,-0.1850805017891496,0.9701064420604171,-69.24018918885788,48.47009057823672,9.238682932378836,-3.9048675462054963,453.15,8.0,0.1
119,5.899559316006447e-05,0.16395473651942863,9.672606932365773e-06,5.081901224905371e-08,0.6500203180240919,3.303339050380007e-08,0.9953500724836601,1.00049608450806,0.9958438502347156,0.005612029798224104,1.020750813633289,0.005728483982671514,0.021647170937650985,0.6586179671871942,0.014257215718309402,0.0999942949840344,0.6601418353375971,0.06601041741404953,0.12669641918039778,0.6570907793813948,0.08325104882407948,0.004746961400621231,0.6030807383529024,0.0028628009864193793,0.00037019871443001555,1.0,0.00037019871443001555,0.00019005149078331113,0.6557138851223044,0.00012461940139481075,1.0374770289003176e-15,1.0,1.0374770289003176e-15,1.0,1.0,1.0,0.027318196329035153,0.1267554655925701,-12.47382782231964,-1.1339554251161383,7.481046848605827,-0.17250459012116254,1.0172538202033015,-68.6226779550081,48.20727920377373,9.248526129527484,-3.913814191687262,458.15,8.0,0.1
120,5.740456928259603e-05,0.15743385861334347,9.037422844196103e-06,4.8559662381149776e-08,0.6445266924814815,3.129799858253994e-08,0.9953525891007997,1.0005053507423882,0.9958555912706398,0.00581360199374124,1.020722336202899,0.0059340734088053895,0.021283378446807295,0.6545289529486248,0.013930587409998104,0.09999397426933504,0.6550441084268094,0.06550046372330988,0.12653228912244094,0.6521353150489905,0.08251617423073299,0.004926568737103917,0.5981104635954632,0.0029466323112841406,0.00035429866626047964,1.0,0.00035429866626047964,0.00021360709029189244,0.6508755894885455,0.00013903164081266838,1.1472447572929467e-15,1.0,1.1472447572929467e-15,1.0,1.0,1.0,0.027154385009831132,0.12658974225138592,-12.516361274090743,-1.1502395746374559,7.504483433455144,-0.16138469401230277,1.0630743588799387,-68.02392736696781,47.95418021097226,9.259613060645796,-3.922718925706347,463.15,8.0,0.1
121,5.524600209144183e-05,0.1529070113013373,8.447501066149795e-06,4.6245513908361325e-08,0.6390830253244327,2.955472293623873e-08,0.9953550309249408,1.0005146030488616,0.9958672436585546,0.006014314968748367,1.0206941852270768,0.006138776316725629,0.020922884195826844,0.6504702344979313,0.013609713389232548,0.09999365925809431,0.6499928574826725,0.06499516431131741,0.12637003620884288,0.6472143326662583,0.08178849865391714,0.005103577752831841,0.5931879239288608,0.0030273806918118405,0.0003391273128488164,1.0,0.0003391273128488164,0.00023946924342084543,0.6460796290801161,0.0001547161999654359,1.2654110732069787e-15,1.0,1.2654110732069787e-15,1.0,1.0,1.0,0.026992445166666653,0.1264253284564482,-12.561028683223759,-1.1668063450408999,7.5293731076338775,-0.15172462445790444,1.1076090295306242,-67.44338038078759,47.71056967442757,9.271934805908487,-3.931579064614613,468.15,8.0,0.1
122,5.379358334308249e-05,0.14682266759085408,7.898117405702301e-06,4.390379609365921e-08,0.6336876364089864,2.782129277597299e-08,0.9953573754500307,1.0005238664445744,0.9958788097793885,0.006214440285149073,1.0206665609283585,0.00634287139393775,0.020565297295289817,0.6464332836761293,0.013294092660370016,0.09999334965418175,0.6449794384110348,0.06449365450479237,0.12621081450953775,0.6423288604125453,0.08106884865565052,0.005276879155962997,0.5883046466796402,0.003104412527419969,0.0003246394857403755,1.0,0.0003246394857403755,0.00026774514121305504,0.6413173763321396,0.0001717096114884348,1.3920424949192147e-15,1.0,1.3920424949192147e-15,1.0,1.0,1.0,0.02683353116378197,0.1262646519966769,-12.607708012387306,-1.1836506304269332,7.5556226934515625,-0.14344772142352338,1.150897038590376,-66.88042404608983,47.47615189609393,9.285442750202419,-3.940396418687463,473.15,8.0,0.1
